Артикул;Производитель;Цена, EUR;Наличие
550126;Era;31,02;2
550166;Era;27,35;2
550184;Era;16,32;1
550193;Era;58,03;>3
550216;Era;38,6;1
550223;Era;18,37;2
550230;Era;21,63;2
550286;Era;24,85;2
550294;Era;24,32;>3
550301;Era;19,92;1
550307;Era;32,62;1
550308;Era;36,53;1
550331;Era;46,7;1
550332;Era;51,15;2
550356;Era;45,01;1
550374;Era;18,7;1
550440;Era;27,96;1
550441;Era;31,88;1
550492;Era;19,53;1
550502;Era;13,84;>3
550505;Era;38,79;1
550510;Era;57,55;1
550517;Era;59,15;2
550543;Era;19,59;1
550565;Era;44,97;2
550575;Era;29,2;3
550604;Era;45,18;1
550626;Era;29,76;2
550632;Era;18,76;1
550639;Era;17,42;2
550693;Era;34,44;1
550712;Era;36,53;1
550723;Era;36,53;1
550738;Era;16,61;1
550744;Era;30,37;1
550749;Era;31,97;1
550754;Era;34,17;1
550783;Era;35,7;1
550797;Era;39;1
550823;Era;22,84;1
550834;Era;12,45;1
550405;Era;23,79;2
550442;Era;38,66;1
550556;Era;16,07;1
550567;Era;37,81;3
550588;Era;51,03;1
550605;Era;22,84;1
550638;Era;33,65;1
550672;Era;27,09;1
550684;Era;54,15;1
550697;Era;22,84;1
550708;Era;33,92;1
550724;Era;14,31;1
550727;Era;27,14;1
550734;Era;25,13;1
550737;Era;12,38;3
550750;Era;25,57;2
550787;Era;50,93;1
550796;Era;47,94;2
550815;Era;42,26;1
550838;Era;26,23;1
555066;Era;215,84;1
555238;Era;27,3;1
556021;Era;52,8;3
556054;Era;64,56;2
560063;Era;32,62;1
560084;Era;31,02;1
560126;Era;16,31;2
560159;Era;19,94;1
560160;Era;18,27;2
560199;Era;16,97;1
560203;Era;18,27;1
661131;Era;7,68;2
661136;Era;16,33;3
662039;Era;5,72;2
662075;Era;21,02;1
662155;Era;3,93;>3
662157;Era;3,56;2
662158;Era;3,28;2
662160;Era;4,57;1
662174;Era;9,94;1
662180;Era;27,61;2
662243;Era;4,53;>3
662244;Era;3,72;>3
662281;Era;5,71;>3
662331;Era;21,9;1
RI-31H;Mobiletron;24,7;3
332583;Cargo;0,41;>3
B332583;Cargo;0,41;>3
IPR687;Transpo;15,18;>3
333188;Cargo;16,7;2
333288;Cargo;8,82;3
VR-H2009-77B;Mobiletron;11,26;2
OS-B478P;Mobiletron;34,18;2
SA0048;AS;43,68;1
SA0048;AS-PL;43,68;1
986221050;Bosch;29,6;>3
17616N;Wps;200,68;2
986221052;Bosch;24,08;>3
240240;Cargo;238,92;1
240514;Cargo;238,92;1
240280;Cargo;179,7;>3
330046;Era;5,28;1
330049;Era;4,46;3
330063;Era;3,39;1
330063 ERA;Era;3,39;1
330065;Era;4,51;2
330077;Era;11,08;1
330080;Era;9,85;1
330098;Era;5,43;2
330109;Era;7,81;2
330116;Era;4,9;3
330116 ERA;Era;4,9;3
330121;Era;5,13;2
330128;Era;4,66;3
330135;Era;5,48;2
330141;Era;4,83;2
330168;Era;4,25;1
330188;Era;7,8;1
330196;Era;7,53;1
330197;Era;5,15;2
330209;Era;17,95;1
330212;Era;6,13;2
330218;Era;8,32;1
330218 ERA;Era;8,32;1
330230;Era;9,02;3
330237;Era;5,62;1
330261;Era;9,8;2
330269;Era;6,61;1
330280;Era;6,47;2
330307;Era;4,12;1
330308;Era;4,41;2
330309;Era;8,45;1
330364;Era;2,93;3
330414;Era;4,07;1
330426;Era;6,31;1
330496;Era;5,4;>3
330500;Era;4,84;2
330519;Era;7,45;1
330543;Era;11,75;3
330552;Era;7,82;>3
330608;Era;15,73;2
330645;Era;6,01;1
330651;Era;5,62;3
330651 ERA;Era;5,62;3
330664;Era;8,81;1
330679;Era;12,78;1
330681;Era;6,22;2
330696;Era;4,24;>3
330712;Era;13,14;1
330726;Era;11,7;1
330746;Era;12,54;1
330757;Era;5,33;>3
330764;Era;3,85;2
330765;Era;3,68;2
330773;Era;35,69;>3
330777;Era;8,81;1
330777 ERA;Era;8,81;1
440222;Era;11,97;1
440395;Era;65,08;1
440423;Era;32,25;1
440424;Era;35,88;1
550012;Era;7,76;2
550033;Era;16,77;1
550050;Era;35,89;1
240904;Cargo;418,21;2
240906;Cargo;259;1
240909;Cargo;367,23;1
240931;Cargo;212,46;>3
240933;Cargo;273,02;1
240934;Cargo;296,01;1
240938;Cargo;534,6;2
4214;Mario Ghibaudi;3,92;>3
252195;Cargo;7,66;>3
CA147;EUROKLIMA;76,98;>3
6000ZZ2CM;Nsk;0,84;>3
6000ZZ2CM          J  NS7S8;Nsk;0,84;>3
6201ZZC3E;Nsk;1,37;>3
6201ZZC3E          D  NS7S5;Nsk;1,37;>3
63001DDUC3E;NSK;5,01;>3
/HO/B15-69T1XGRDDUCG1-01;NSK;2,5;>3
B15-69T1XGRDDUCG1-01;NSK;2,5;>3
B15-69T1XGRDDUCG1-01  MA7X6;Nsk;2,5;>3
ZA-/HO/B15-69T1XGRDDUCG1-01;NSK;2,5;>3
ZA-B15-69T1XGRDDUCG1-01;NSK;2,5;>3
6004ZZC3E;Nsk;1,55;>3
6004ZZC3E          D  NS7S5;Nsk;1,55;>3
/HO/629-A-4DDMC3E;NSK;0,94;>3
629-A-4DDMC3E;NSK;0,94;>3
629-A-4DDMC3E      J  PS2S8;Nsk;0,94;>3
ZA-/HO/629-A-4DDMC3E;NSK;0,94;>3
ZA-629-A-4DDMC3E;NSK;0,94;>3
32BD4718T12DDUMCG26;Nsk;5,4;>3
32BD4718T12DDUMCG26   ENSL5;Nsk;5,4;>3
10BD40T12VVCG23;Nsk;6,03;>3
10BD40T12VVCG23       ENSL5;Nsk;6,03;>3
1107024;Bosch;109,75;1
1108180;Bosch;96,95;>3
1372008;Bosch;647,8;1
124525001;Bosch;166,75;>3
221503407;Bosch;34,07;1
250201049;Bosch;6,08;>3
250202130;Bosch;7,85;>3
92425;Valeo;5;1
1000917004;Bosch;1,2;>3
1005001808;Bosch;15,95;2
1005831167;Bosch;22,17;1
1006200047;Bosch;23,36;2
1006209631;Bosch;8,41;>3
1120210001;Bosch;0,33;>3
1125045214;Bosch;42,48;2
1125045533;Bosch;37,62;3
1125045587;Bosch;36,06;2
1127014028;Bosch;2,01;>3
13209N;Wps;158,5;2
1337210726;Bosch;39,56;>3
1109035;Bosch;100;1
1850866;Bosch;100;1
2004124001;Bosch;58,05;1
2007010044;Bosch;43,36;1
2007011070;Bosch;5,26;2
2339303267;Bosch;30,89;2
2339403009;Bosch;89,6;2
2339403010;Bosch;93,27;3
253316;Cargo;6,8;>3
535001710;Ina;45,05;2
535003410;Ina;26,13;>3
592851;Valeo;5,99;>3
592852;Valeo;9,09;3
593481;Valeo;1,5;>3
560172;Era;15,66;2
560180;Era;15,67;1
560182;Era;17,8;1
560192;Era;16,97;1
560198;Era;16,97;1
560205;Era;18,27;1
560210;Era;26,87;2
662200;Era;10,72;3
662330;Era;4,06;2
333437;Cargo;21,33;2
333187;Cargo;57,11;3
333277;Cargo;34,73;1
RB-954H;Mobiletron;23,34;>3
ALB1740;Krauf;104,25;2
880268;Era;25,38;>3
986221056;Bosch;26,36;>3
986221061;Bosch;37,03;>3
ALV1642;Krauf;90,11;2
30230N;Wps;182,88;1
333273;Cargo;28,97;>3
240579;Cargo;152,31;1
240842;Cargo;330,57;2
240857;Cargo;286,27;2
240866;Cargo;310,97;3
240878;Cargo;278,48;3
240903;Cargo;273,28;>3
240926;Cargo;446,25;2
240940;Cargo;209,35;1
240956;Cargo;244,89;1
240973;Cargo;219,25;1
240981;Cargo;434,4;2
252985;Cargo;6;>3
APV6958;Krauf;2,68;>3
250549;Cargo;1,04;>3
252599;Cargo;0,12;>3
252686;Cargo;1,63;>3
253365;Cargo;2,87;>3
253501;Cargo;17,9;2
EK25-7005;EUROKLIMA;38,36;>3
6005DDU;Nsk;2,54;>3
6005DDUC3;Nsk;2,54;>3
6005DDUC3E;Nsk;2,54;>3
6005DDUC3E         D  NS7S5;Nsk;2,54;>3
40BD45T12VVCG21;NSK;7,17;>3
35BD210T12DDUCG21;Nsk;7,5;>3
35BD210T12DDUCG21     ENSL5;Nsk;7,5;>3
38BD5417T12DDUK6-B01;Nsk;6,01;>3
38BD5417T12DDUK6-B01  ENSL5;Nsk;6,01;>3
1108213;Bosch;87,54;1
1121026;Bosch;129,24;2
1123016;Bosch;124,26;2
1125031;Bosch;137,14;2
1372001;Bosch;388,9;2
124225011;Bosch;150,76;1
124625002;Bosch;320,09;2
250201053;Bosch;6,65;2
250202128;Bosch;8,23;>3
550001;Era;20,34;>3
550027;Era;17,36;2
550069;Era;18,06;1
550084;Era;31,25;2
550091;Era;30,35;1
550118;Era;24,9;1
550171;Era;22,41;2
550188;Era;23,73;3
550290;Era;15,71;2
550317;Era;19,98;1
550343;Era;23,09;1
550346;Era;44,19;2
550352;Era;41,77;1
550355;Era;17,43;2
550370;Era;17,32;3
550406;Era;10,81;2
550432;Era;20,52;1
550464;Era;32,9;2
550467;Era;17,48;2
550471;Era;17,97;1
550474;Era;13,71;2
550493;Era;31,48;2
550496;Era;13,73;2
550500;Era;11,42;2
550518;Era;27,27;>3
550524;Era;29,18;1
550544;Era;19,59;1
550551;Era;28,06;1
550558;Era;27,24;1
550610;Era;27,52;1
550613;Era;14,39;2
550694;Era;56,12;1
550711;Era;35,05;2
550722;Era;69,17;1
550736;Era;22,8;2
550758;Era;37,88;1
550759;Era;37,4;1
550767;Era;39,08;1
550794;Era;62,83;2
555057;Era;66,01;1
555186;Era;21,62;2
555233;Era;44,97;2
555236;Era;62,7;1
555296;Era;141,08;1
556020;Era;62,75;1
556083;Era;127,89;1
556090;Era;103,11;1
560158;Era;19,94;1
560175;Era;14,37;1
560186;Era;16,97;1
560189;Era;14,37;1
560195;Era;16,97;1
560208;Era;25,97;1
661089;Era;5,45;>3
661165;Era;3,2;3
661270;Era;65,14;1
661271;Era;9,6;2
662221;Era;14,93;1
662268;Era;14,91;1
330165;Era;4,22;1
330167;Era;4,64;2
330170;Era;3,28;3
330193;Era;6,41;1
330202;Era;16,69;1
330202 ERA;Era;16,69;1
330216;Era;15,69;1
330219;Era;7,79;1
330222;Era;4,57;2
330238;Era;7,36;1
330243;Era;5,64;2
330247;Era;5,28;2
330257;Era;9,24;1
330257 ERA;Era;9,24;1
330260;Era;5,69;2
330268;Era;6,8;3
330301;Era;5,99;>3
330301 ERA;Era;5,99;>3
330320;Era;2,82;2
330326;Era;2,35;3
330326 ERA;Era;2,35;3
330342;Era;2;3
330351;Era;5,04;2
330351 ERA;Era;5,04;2
330368;Era;1,76;2
330368 ERA;Era;1,76;2
330497;Era;5,74;3
330503;Era;4,44;2
330503 ERA;Era;4,44;2
330544;Era;4,82;3
330577;Era;11,58;1
330612;Era;10,14;1
330632;Era;5,23;1
330635;Era;5,23;>3
330642;Era;4,86;3
330642 ERA;Era;4,86;3
330644;Era;6,47;2
330662;Era;9,4;2
330665;Era;7,06;1
330678;Era;10,42;1
330693;Era;13,08;1
330706;Era;7,75;2
330706 ERA;Era;7,75;2
330721;Era;10,36;3
330727;Era;6,35;1
330738;Era;15,88;1
330744;Era;6,31;1
330776;Era;3,86;1
330783;Era;3,26;2
330788;Era;5,45;>3
330791;Era;7,36;3
440067;Era;46,03;1
440173;Era;16,85;2
440235;Era;8,17;1
440252;Era;9,99;1
440253;Era;9,47;1
440421;Era;28,12;1
450010;Era;52,74;1
550002;Era;20,36;3
550011;Era;11,18;3
550017;Era;12,14;2
550039;Era;11,83;2
550056;Era;19,82;1
550079;Era;66,33;>3
550092;Era;24,71;1
550151;Era;21,01;>3
550233;Era;19,35;1
240488;Cargo;18,78;1
240546;Cargo;278,18;3
240863;Cargo;329,19;2
240867;Cargo;204,07;1
240874;Cargo;181,09;2
240925;Cargo;115;>3
240930;Cargo;222,11;>3
241202;CARGO;222,11;>3
240941;Cargo;164,93;1
240944;Cargo;308,09;>3
240980;Cargo;332,8;>3
240989;Cargo;227,85;3
250529;Cargo;1,04;>3
U.301-04;Facom;23,22;1
250548;Cargo;1,08;>3
252653;Cargo;0,31;>3
254021;Cargo;3,31;>3
B10-46T12DDNCXCG1-01;Nsk;4,35;>3
B10-46T12DDNCXCG1-01  ENSH5;Nsk;4,35;>3
B17-99T1XDDG8CG16E;NSK;3,12;>3
608ZZ1MC3E;Nsk;0,57;>3
608ZZ1MC3E         J  PS2S8;Nsk;0,57;>3
/HO/6310DDUC3E;NSK;17,58;>3
6310DDUC3E;NSK;17,58;>3
6310DDUC3E            AS2S5;Nsk;17,58;>3
ZA-/HO/6310DDUC3E;NSK;17,58;>3
ZA-6310DDUC3E;NSK;17,58;>3
B15-69T12DDWNCXCM;NSK;3,01;>3
30BD5222T1XDDUM6CG02;Nsk;5,05;>3
30BD5222T1XDDUM6CG02  MA6L5;Nsk;5,05;>3
35BD5020T12DDUCG21;Nsk;5,04;>3
35BD5020T12DDUCG21    ENSL5;Nsk;5,04;>3
B10-50T1XDDCG19E;NSK;3,45;>3
1125009;Bosch;110;1
1371004;Bosch;419,6;1
124325003;Bosch;150,9;2
221502431;Bosch;38,78;2
221502433;Bosch;52,71;1
580254937;Bosch;45,32;1
1000917005;Bosch;1,47;>3
1006209580;Bosch;11,29;1
1006209613;Bosch;11,05;1
1006209699;Bosch;13,61;>3
1006209806;Bosch;17,65;2
1120200015;Bosch;3,34;>3
1120591103;Bosch;2,05;>3
1121038016;Bosch;3,55;>3
1125500023;Bosch;7,81;1
1125887013;Bosch;51,81;1
1126610061;Bosch;21,08;2
16.901.752;Iskra;26,7;>3
2006382018;Bosch;30,73;1
2006382019;Bosch;28,29;1
2339304046;Bosch;16,96;>3
300821;Valeo;1,02;>3
535001410;Ina;31,54;>3
535009910;Ina;35,54;>3
63042RSC3;Koyo;3,34;>3
63042RSC3 KJP;Koyo;3,34;>3
7430;UTM;0,37;>3
7430UTM;UTM;0,37;>3
2008109203;Bosch;31,78;1
555052;Era;103,95;1
555297;Era;143,85;1
560088;Era;20,24;1
560127;Era;29,3;3
560184;Era;28,42;2
560185;Era;16,97;1
560207;Era;24,39;1
560212;Era;32,46;1
560215;Era;16,97;1
560257;Era;23,59;>3
661269;Era;66,78;1
662073;Era;32,37;1
662156;Era;7,13;>3
662159;Era;5,81;3
662242;Era;4,79;3
662269;Era;17,27;3
662282;Era;6,69;2
662287;Era;17,38;1
771004;ERA;11,08;1
771004;Messmer;11,08;1
771009;ERA;17,62;1
771009;Messmer;17,62;1
775386;ERA;150,89;1
775386;Messmer;150,89;1
A3018;AS;90,15;2
A3018;AS-PL;90,15;2
S0234;AS;50,65;1
S0234;AS-PL;50,65;1
54-8346;Waiglobal;7,47;3
114178;Cargo;119,25;2
986221049;Bosch;98,08;1
986221051;Bosch;30,97;2
986221060;Bosch;41,3;3
880274;Era;20,79;>3
986221062;Bosch;39,58;>3
18420N;Wps;49,56;2
240843;Cargo;310,73;3
240847;Cargo;370,83;1
240854;Cargo;321,48;2
240858;Cargo;181,78;2
240887;Cargo;134,75;2
240894;Cargo;428,96;3
240955;Cargo;620,35;1
240957;Cargo;230,91;1
240972;Cargo;381,02;1
F00M144158;Bosch;20,08;>3
252167;Cargo;1,53;>3
252180;Cargo;1,73;>3
250711;Cargo;0,24;>3
253096;Cargo;0,03;>3
254080;Cargo;0,3;>3
CC517;EUROKLIMA;18,13;>3
6203ZZC3E;Nsk;1,42;>3
6203ZZC3E          D  NS7S5;Nsk;1,42;>3
/HO/N306ET;NSK;15,52;>3
N306ET;NSK;15,52;>3
N306ET                   *5;Nsk;15,52;>3
ZA-/HO/N306ET;NSK;15,52;>3
ZA-N306ET;NSK;15,52;>3
6300DDUC3E;Nsk;2,36;>3
6300DDUC3E            NS7S5;Nsk;2,36;>3
B17-102A-A-1T1X-01;NSK;2,19;>3
B17-102A-A-1T1X-01 D  HABSJ;Nsk;2,19;>3
40BD219T12DDUCG27;Nsk;6,03;>3
40BD219T12DDUCG27     ENSL5;Nsk;6,03;>3
40BD49WT12DDUCG27;Nsk;5,77;>3
40BD49WT12DDUCG27     ENSL5;Nsk;5,77;>3
240282;Cargo;318,7;3
240353;Cargo;129,32;1
240485;Cargo;288,14;2
240848;Cargo;273;>3
240870;Cargo;331,75;3
240872;Cargo;174,77;1
240888;Cargo;210,6;2
240893;Cargo;290,99;1
240947;Cargo;227,73;1
240950;Cargo;268,63;2
240977;Cargo;483,52;3
254099;Cargo;8,91;>3
252208;Cargo;3,76;>3
6904DDUCM;Nsk;1,82;>3
6904DDUCM          D  NS7S5;Nsk;1,82;>3
6905DDUCM;Nsk;2,04;>3
6905DDUCM          D  NS7S5;Nsk;2,04;>3
6000DDUC3E;NSK;1,24;>3
6000DDUC3E         J  NS7S8;Nsk;1,24;>3
B15-70AT1XGRDDG6C-01;NSK;2,25;>3
626DDMC3E;NSK;1,05;>3
6906DDU;NSK;2,39;>3
6906DDUCM;Nsk;2,39;>3
6906DDUCM          D  NS7S5;Nsk;2,39;>3
62305DDU8C3;Nsk;7,91;>3
62305DDU8C3           AS2S5;Nsk;7,91;>3
/HO/627DD1MC3E;NSK;0,98;>3
627DD1MC3E;NSK;0,98;>3
627DD1MC3E         J  PS2S8;Nsk;0,98;>3
ZA-/HO/627DD1MC3E;NSK;0,98;>3
ZA-627DD1MC3E;NSK;0,98;>3
/HO/6302DDG8BNCXCE;NSK;3;>3
6302DDG8BNCXCE;NSK;3;>3
6302DDG8BNCXCE        MA7E5;Nsk;3;>3
ZA-/HO/6302DDG8BNCXCE;NSK;3;>3
ZA-6302DDG8BNCXCE;NSK;3;>3
40BD45T12DDUCG21;Nsk;7,29;>3
40BD45T12DDUCG21      ENSL5;Nsk;7,29;>3
1115007;Bosch;150,84;2
1125605;Bosch;150,06;>3
1231009;Bosch;319,95;1
124655001;Bosch;242,53;1
221604008;Bosch;36,69;2
250202035;Bosch;7,72;>3
250202103;Bosch;9,51;3
250403002;Bosch;8,46;>3
331402201;Bosch;37,62;2
1004011091;Bosch;23,16;2
1004011212;Bosch;19,81;>3
1006200128;Bosch;9,52;>3
1006209406;Bosch;64,31;2
1006209680;Bosch;11,5;3
1007010003;Bosch;2,57;>3
1120591060;Bosch;2,52;>3
1124034929;Bosch;39,14;1
140785;Cargo;9,03;3
14970 AHE;EUROKLIMA;2,75;>3
16.360.402;Iskra;68,74;3
16009;Koyo;6,14;>3
17938;EUROKLIMA;0,82;>3
233379;Cargo;33,96;2
535003210;Ina;36,62;2
535003710;Ina;42,76;1
593546;Valeo;32,74;>3
593590;Valeo;45,64;>3
594087;Valeo;24,21;>3
550090;Era;19,31;2
550186;Era;20,59;1
550248;Era;31,12;1
550273;Era;31,05;2
550289;Era;26,77;2
550347;Era;16,31;1
550459;Era;14,17;1
550460;Era;22,71;1
550494;Era;11,98;2
550519;Era;28,35;1
550534;Era;24,86;2
550535;Era;23,69;1
550559;Era;28,94;2
550573;Era;22,84;1
550624;Era;17,02;1
550642;Era;40,95;1
550720;Era;16,32;1
550721;Era;22,84;1
550730;Era;9,46;1
550774;Era;44,86;2
550806;Era;27,42;1
550814;Era;21,74;1
550825;Era;32,62;1
550836;Era;19,53;1
550840;Era;59,52;2
555107;Era;159,05;1
555210;Era;32,01;3
555219;Era;80,88;3
555221;Era;13,16;1
555237;Era;47,62;1
556018;Era;77,26;1
556019;Era;90,42;2
556075;Era;48,3;1
556092;Era;165,6;1
560091;Era;19,82;2
560174;Era;18,27;1
560193;Era;16,97;1
560204;Era;18,27;1
560259;Era;50,63;2
660039;Era;51,03;1
661116;Era;5,64;2
661156;Era;10,75;2
662145;Era;3,45;>3
662167;Era;8,96;2
662173;Era;10,55;1
662181;Era;18,29;1
662222;Era;20,8;>3
662260;Era;4,79;1
662280;Era;9,97;2
775249;ERA;130,65;1
775249;Messmer;130,65;1
238529;Cargo;18,27;2
333282;Cargo;40,27;>3
333258;Cargo;42,26;2
333272;Cargo;26,7;2
333270;Cargo;28,22;>3
OS-B488P;Mobiletron;28,79;>3
OS-U403P;Mobiletron;34,31;2
986221054;Bosch;25,84;3
593534;Valeo;32,65;2
594060;Valeo;5,27;>3
594178;Valeo;23,12;1
594222;Valeo;63,66;1
594286;Valeo;14;>3
594401;Valeo;21;>3
60062RSC3;Koyo;2,87;>3
60062RSC3 KRO;Koyo;2,87;>3
6033AD0086;Bosch;36,71;>3
6033AD0448;Bosch;28,2;1
6144;Mario Ghibaudi;14,02;3
62092RSC3;Koyo;9,48;>3
1007014126;Bosch;4,13;1
236837;Cargo;20,18;>3
239776;Cargo;31,62;3
136245;Cargo;3,82;2
140946;Cargo;8,23;>3
140988;Cargo;0,32;>3
9491335137;Bosch;210,96;3
230736;Cargo;49,06;1
230776;Cargo;28,71;1
139656;Cargo;3,17;>3
F00M130129;Bosch;54,58;1
F00M131661;Bosch;47,63;3
233117;Cargo;27,49;>3
231130;Cargo;26,55;>3
236714;Cargo;24,94;1
F00M146900;Bosch;1,98;>3
230731;Cargo;0,29;>3
236762;Cargo;42,04;1
132739;Cargo;1,1;2
139614;Cargo;16,52;2
140620;Cargo;1,86;>3
140842;Cargo;0,3;>3
231154;Cargo;0,73;>3
232491;Cargo;4,95;2
136212;Cargo;39,41;1
139308;Cargo;8,47;3
132444;Cargo;44,33;2
232604;Cargo;1,68;>3
233634;Cargo;17,03;1
140898;Cargo;5,26;3
140514;Cargo;8,35;>3
234647;Cargo;14,24;1
233515;Cargo;26,9;2
139427;Cargo;21,18;1
230660;Cargo;37,54;1
234313;Cargo;20,95;1
133280;Cargo;5,38;3
133962;Cargo;5,98;2
234292;Cargo;18,5;>3
234320;Cargo;33,38;1
140561;Cargo;2,28;>3
140921;Cargo;7,2;1
136416;Cargo;1,86;>3
139533;Cargo;3,89;>3
140231;Cargo;4,5;3
231159;Cargo;21,38;>3
1004011089;Bosch;19,78;2
1004336531;Bosch;6,54;>3
1006209581;Bosch;17,15;2
1006209796;Bosch;10,7;1
1007010079;Bosch;4,91;>3
1120591082;Bosch;2,06;>3
16.361.103;Iskra;87,37;2
2339402180;Bosch;48,93;1
2339402185;Bosch;44,35;1
234279;Cargo;19,63;1
245094;Valeo;37,33;2
535002510;Ina;31,54;>3
535003510;Ina;36,04;>3
592832;Valeo;39,88;>3
592934;Valeo;7,41;1
593529;Valeo;37,38;2
593779;Valeo;34,5;1
594200;Valeo;38,58;1
594248;Valeo;32,04;>3
60002RSC3;Koyo;1,56;>3
63012RSC3;Koyo;2,27;>3
63012RSC3 KJP;Koyo;2,27;>3
60815944;Fiat/Alfa/Lancia;182,51;1
60816954;Fiat/Alfa/Lancia;182,51;1
63321315;Magneti marelli;182,51;1
63321859;Fiat/Alfa/Lancia;182,51;1
63321859;Magneti marelli;182,51;1
DAN639;Denso;182,51;1
6954940;Magneton;18,2;2
6954940;Magneton (pal/skoda);18,2;2
330084;Cargo;20,91;>3
235664;Cargo;47,83;1
2339303432;Bosch;16,85;>3
9001453583;Bosch;2,58;>3
132824;Cargo;14,27;3
134661;Cargo;4,94;>3
230980;Cargo;50,52;1
137608;Cargo;12,45;2
F000AL2034;Bosch;8,98;>3
230972;Cargo;11,28;1
231255;Cargo;44,24;3
F00M120127;Bosch;33,97;2
235530;Cargo;40,38;1
F00M130104;Bosch;29,13;1
235552;Cargo;92;1
F00M130138;Bosch;32,72;2
F00M131645;Bosch;47,25;>3
F00M133289;Bosch;11,45;1
235207;Cargo;23,87;>3
236002;Cargo;28,7;3
233597;Cargo;6,24;>3
113884;Cargo;251,87;2
141129;Cargo;1,16;>3
140192;Cargo;0,46;>3
136609;Cargo;6,53;1
136640;Cargo;0,92;>3
139325;Cargo;4,98;1
139352;Cargo;28,57;3
231457;Cargo;18,51;>3
233116;Cargo;33;1
141026;Cargo;1,89;3
138986;Cargo;7,58;1
140896;Cargo;5,26;>3
137427;Cargo;2,82;>3
234723;Cargo;18,67;>3
662314;Era;5,59;1
662317;Era;4,05;1
662318;Era;8,67;2
771005;ERA;17,62;1
771005;Messmer;17,62;1
OS-B463P;Mobiletron;23,92;>3
S0173;AS;271,35;3
S0173;AS-PL;271,35;3
113927;Cargo;84,25;2
880275;Era;41,06;2
240818;Cargo;175,88;2
240859;Cargo;135,46;1
240883;Cargo;115;3
240908;Cargo;207,23;2
240939;Cargo;213,36;1
240959;Cargo;338,75;2
240962;Cargo;404,35;1
240968;Cargo;205,73;2
4215;Mario Ghibaudi;3,23;>3
EP35BD4820T1XDDUM-01;Nsk;5,73;>3
EP35BD4820T1XDDUM-01  MA8L5;Nsk;5,73;>3
252181;Cargo;1,73;>3
252207;Cargo;1,53;>3
252209;Cargo;3,76;>3
250628;Cargo;0,53;>3
250630;Cargo;0,53;>3
252672;Cargo;0,26;>3
252993;Cargo;3,91;>3
B8-74T12BDDNCXMC3;Nsk;6,53;>3
B8-74T12BDDNCXMC3E;Nsk;6,53;>3
B8-74T12BDDNCXMC3E    ENSS5;Nsk;6,53;>3
B8-85T12DDNCXMC3E;NSK;4,03;>3
/HO/6003DDUCM;NSK;1,48;>3
6003DDUCM;NSK;1,48;>3
ZA-/HO/6003DDUCM;NSK;1,48;>3
ZA-6003DDUCM;NSK;1,48;>3
6005DDUC3E;NSK;2,53;>3
2b17-4dg;NSK;19,14;>3
2B17-4T1XDDG-GCG5E01;NSK;19,14;>3
2B17-4T1XDDG-GCG5E01  MA7S5;Nsk;19,14;>3
b17-47d;NSK;19,14;>3
NU204ET;Nsk;10,02;>3
NU204ET                  *5;Nsk;10,02;>3
3306B-2RSRTNG;Nsk;14,89;>3
3306B-2RSRTNG      N  AR3N5;Nsk;14,89;>3
6302VVNCXCE;NSK;2,73;>3
/HO/30BD40T12DDUCG21;NSK;5,37;>3
30BD40T12DDUCG21;NSK;5,37;>3
ZA-/HO/30BD40T12DDUCG21;NSK;5,37;>3
ZA-30BD40T12DDUCG21;NSK;5,37;>3
35BD5220AT1XDDUM3C01;Nsk;5,99;>3
35BD5220AT1XDDUM3C01  MA6L5;Nsk;5,99;>3
12BD2816T12VVCG23;Nsk;6,95;>3
12BD2816T12VVCG23     ENSL6;Nsk;6,95;>3
35BD219T12DDUCG33;NSK;4,89;>3
35BD219T12DDUCG33     ENSL5;Nsk;4,89;>3
1121016;Bosch;110;>3
1125042;Bosch;139,79;1
1125051;Bosch;101;2
1231017;Bosch;312,49;2
1416030;Bosch;563,79;1
124625031;Bosch;205,28;3
221506002;Bosch;32,7;1
250202026;Bosch;8,49;1
331303140;Bosch;18,81;3
986221024;Bosch;27,79;2
1004336506;Bosch;7,25;>3
1004336518;Bosch;8,7;>3
1006209423;Bosch;17,83;>3
550260;Era;25,92;3
550287;Era;18,93;1
550293;Era;13,47;3
550296;Era;24,73;3
550329;Era;30,85;2
550348;Era;24,12;2
550350;Era;18,85;1
550359;Era;46,7;1
550396;Era;19,63;1
550399;Era;26,05;1
550401;Era;17,62;1
550428;Era;17,43;1
550439;Era;37,02;1
550473;Era;17,48;2
550476;Era;21,05;3
550497;Era;35,43;1
550508;Era;56,34;2
550509;Era;29,11;1
550532;Era;18,75;1
550537;Era;25,45;1
550570;Era;22,93;3
550574;Era;40,74;2
550609;Era;34,97;3
550611;Era;34,54;1
550637;Era;15,39;1
550641;Era;16,01;1
550668;Era;69,58;2
550678;Era;78,16;1
550756;Era;32,69;3
550760;Era;56,12;1
550763;Era;23;3
550766;Era;31,31;1
550799;Era;51,74;1
550809;Era;24,24;1
550821;Era;37,16;3
550826;Era;20,89;1
550829;Era;25,46;1
550832;Era;44,86;1
555090;Era;210,55;1
555155;Era;86,12;1
555158;Era;36;1
555184;Era;53,5;1
555231;Era;79,78;1
555235;Era;66,2;1
555287;Era;219,62;1
556049;Era;73,1;1
556063;Era;47,8;2
556128;Era;142,26;1
560081;Era;31,02;1
560178;Era;27,94;2
560179;Era;18,9;1
